"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"207","021080973","TIMOR PETRO FUND  ","BANCO CENTRAL DE TIMOR-LESTE PET FND","NY","NEW YORK                 ","Y"," ","Y","20130808"
"208","021081079","IA INVES CORP     ","IA INVES CORP/FOREIGN DEPARTMENT    ","NY","NEW YORK                 ","Y"," ","N","        "
"209","021081082","IRAQ FMS          ","CENTRAL BANK OF IRAQ-FMS ACCOUNT    ","NY","NEW YORK                 ","Y"," ","Y","20061201"
"210","021081189","AUSTRIA DES ACCT  ","OESTERREICHISCHE NATIONALBANK DES AC","NY","NEW YORK                 ","Y"," ","Y","20070108"
"211","021081215","NBK INV PORT      ","NATIONAL BANK OF KAZAK INV PORT     ","NY","NEW YORK                 ","Y"," ","Y","20080404"
"212","021081228","CABO VERDE        ","BANCO DE CABO VERDE                 ","NY","NEW YORK                 ","Y"," ","Y","20080807"
"213","021081231","ANGOLA            ","BANCO NACIONAL DE ANGOLA            ","NY","NEW YORK                 ","Y"," ","Y","20100726"
"214","021081244","PHILIP IP ACCT    ","CENTRAL BANK OF THE PHILIPINNES INV ","NY","NEW YORK                 ","Y"," ","Y","20080624"
"215","021081260","AFDB MIC FUND     ","AFRICAN DEVBK MIC FUND              ","NY","NEW YORK                 ","Y"," ","Y","20150121"
"216","021081273","BEAC-GABON        ","BEAC-GABON DEBT INVESTMENT ACCOUNT  ","NY","NEW YORK                 ","Y"," ","Y","20080904"
"217","021081286","SWAZILAND RAMP    ","CB SWAZILAND-RAMP ACCOUNT           ","NY","NEW YORK                 ","Y"," ","Y","20080616"
"218","021081299","RWANDA RAMP       ","BANQUE NATIONALE DU RWANDA RAMP     ","NY","NEW YORK                 ","Y"," ","Y","20080616"
"219","021081309","BANK OF SLOVENIA  ","BANK OF SLOVENIA                    ","NY","NEW YORK                 ","Y"," ","Y","20081010"
"220","021081341","BOE - NO. 2 ACCT  ","BANK OF ENGLAND-NO. 2 ACCOUNT       ","NY","NEW YORK                 ","Y"," ","Y","20080915"
"221","021081354","EUROCLEAR BANK    ","EUROCLEAR BANK ACCOUNT              ","NY","NEW YORK                 ","Y"," ","N","20081230"
"222","021081367","IBRD WASH         ","IBRD WASH/FOREIGN DEPARTMENT        ","NY","NEW YORK                 ","Y"," ","Y","        "
"223","021081406","BOJ-OPS ACCT 1    ","BANK OF JAPAN - OPERATIONS ACCOUNT 1","NY","NEW YORK                 ","Y"," ","N","20080919"
"224","021081419","BOC - OPS ACCT 1  ","BANK OF CANADA-OPER ACCT 1          ","NY","NEW YORK                 ","Y"," ","N","20080925"
"225","021081422","NORGES OPS ACCT 1 ","NORGES BANK- OPERATIONS ACCOUNT 1   ","NY","NEW YORK                 ","Y"," ","Y","20081112"
"226","021081435","DANMARKS OPS ACCT1","DANMARKS NAT'LBANK-OPER ACCT 1      ","NY","NEW YORK                 ","Y"," ","N","20080925"
"227","021081448","SVERIGES OPS ACCT1","SVERIGES RIKSBANK-OPER ACCOUNT 1    ","NY","NEW YORK                 ","Y"," ","Y","20110810"
"228","021081451","AUSSI OPS ACCT 1  ","RESERVE BK OF AUSTRALIA-OPER ACCT 1 ","NY","NEW YORK                 ","Y"," ","N","20080925"
"229","021081464","AFRICAN DEV.FUND  ","AFRICAN DEVELOPMENT FUND-GEN ACCOUNT","NY","NEW YORK                 ","Y"," ","Y","20150106"
"230","021081477","AFRICAN DB GL FUND","AFRICAN DEVELOPMENT BK FUND FOR GLR ","NY","NEW YORK                 ","Y"," ","N","20150107"
"231","021081493","GEORGIA USAID ACCT","NATL BANK OF GEORGIA USAID ACCOUNT  ","NY","NEW YORK                 ","Y"," ","N","20081030"
"232","021081503","SINGAPORE OPS     ","SINGAPORE OPS ACCT 1                ","NY","NEW YORK                 ","Y"," ","N","20090501"
"233","021081516","KOREA OPS ACCT 1  ","BANK OF KOREA-OPERATIONS ACCOUNT 1  ","NY","NEW YORK                 ","Y"," ","N","20081125"
"234","021081529","ZAMBIA RAMP       ","BANK OF ZAMBIA-RAMP ACCOUNT         ","NY","NEW YORK                 ","Y"," ","Y","20081231"
"235","021081532","ECB SLOVAKIA      ","ECB ACCT SK, NATL BK OF SLOVAKIA    ","NY","NEW YORK                 ","Y"," ","Y","20081230"
"236","021081545","NZEALAND OPS ACCT1","NEW ZEALAND OPS ACCT1               ","NY","NEW YORK                 ","Y"," ","N","20081217"
"237","021081558","AUSTRIA OPS ACCT 1","OESTERREICHISCHE NATLBANK OPS ACCT 1","NY","NEW YORK                 ","Y"," ","Y","20120417"
"238","021081561","BELGIUM OPS ACCT1 ","BANQUE NATL. DE BELGIQUE OPS ACCT 1 ","NY","NEW YORK                 ","Y"," ","Y","20120417"
"239","021081574","CYPRUS OPS ACCT1  ","CENTRAL BANK OF CYPRUS-OPS ACCT 1   ","NY","NEW YORK                 ","Y"," ","Y","20091105"
"240","021081587","FINLAND OPS ACCT1 ","SUOMEN PANKKI FINLANDS BK OPS ACCT 1","NY","NEW YORK                 ","Y"," ","Y","20120418"
"241","021081590","DLRP WASH         ","DLRP WASH ACCOUNT                   ","NY","NEW YORK                 ","N"," ","Y","20141107"
"242","021081613","FRANCE OPS ACCT1  ","BANQUE DE FRANCE - OPS ACCT 1       ","NY","NEW YORK                 ","Y"," ","Y","20120418"
"243","021081626","GERMANY OPS ACCT1 ","DEUTSCHE BUNDESBANK OPER ACCT 1     ","NY","NEW YORK                 ","Y"," ","Y","20090320"
"244","021081639","GREECE OPS ACCT1  ","BANQUE DE GRECE OPS ACCT 1.         ","NY","NEW YORK                 ","Y"," ","Y","20141121"
"245","021081642","IRELAND OPS ACCT1 ","CENT BK OF IRELAND OPS ACCT 1       ","NY","NEW YORK                 ","Y"," ","Y","20100225"
"246","021081655","ITALY OPS ACCT 1  ","BANCA D'ITALIA OPS ACCT 1           ","NY","NEW YORK                 ","Y"," ","Y","20151023"
"247","021081668","LUXEMBOURG OPSACT1","CB LUXEMBOURG OPS ACCT 1            ","NY","NEW YORK                 ","Y"," ","Y","20120418"
"248","021081671","MALTA OPS ACCT 1  ","CENTRAL BANK OF MALTA OPS ACCT 1    ","NY","NEW YORK                 ","Y"," ","Y","20091105"
"249","021081684","NETHERLANDS OPS1  ","DE NEDERLANDSCHE BANK NV OPS ACCT 1 ","NY","NEW YORK                 ","Y"," ","Y","20120418"
"250","021081697","PORTUGAL OPS ACCT1","BANCO DE PORTUGAL OPS ACCT 1        ","NY","NEW YORK                 ","Y"," ","Y","20091105"
"251","021081723","SLOVENIA OPS ACCT1","BANK OF SLOVENIA OPS ACCT 1         ","NY","NEW YORK                 ","Y"," ","Y","20120418"
"252","021081736","SPAIN OPS ACCT1   ","BANCO DE ESPANA OPS ACCT 1          ","NY","NEW YORK                 ","Y"," ","Y","20100329"
"253","021081752","MIGA ACCT GEN     ","MIGA ACCT GFN/FOREIGN DEPARTMENT    ","NY","NEW YORK                 ","Y"," ","Y","        "
"254","021081778","TANZANIA RAMP     ","BANK OF TANZANIA RAMP ACCT          ","NY","NEW YORK                 ","Y"," ","Y","20031014"
"255","021081794","MEXICO OPS ACCT1  ","BANCO DE MEXICO , SA                ","NY","NEW YORK                 ","Y"," ","N","20090213"
"256","021081804","BOTSWANA PULA FUND","BANK OF BOTSWANA PULA FUND          ","NY","NEW YORK                 ","Y"," ","N","20150326"
"257","021081817","KENYA RAMP        ","CENTRAL BANK OF KENYA-RAMP ACCOUNT  ","NY","NEW YORK                 ","N"," ","Y","20141217"
"258","021081833","ECB DES ACCT DE   ","ECBDESIGNATED ACCOUNT DE,           ","NY","NEW YORK                 ","Y"," ","Y","20090227"
"259","021081859","FRB SP OPS ACCT2  ","FRBNY SPECIAL OPERATIONS ACOUNT 2   ","NY","HAVERSTRAW               ","Y"," ","N","20090304"
"260","021081888","FRB SP OPS ACCT 3 ","FRBNY SPECIAL OPERATIONS ACCOUNT 3  ","NY","NEW YORK                 ","Y"," ","N","20090324"
"261","021081891","NBKAZAK NF SAVINGS","NBK-NATIONAL FUND SAVINGS ACCT      ","NY","NEW YORK                 ","Y"," ","Y","20080813"
"262","021081901","NBK STABILIZATION ","NBK - NATL FUND STABILIZATION ACCT  ","NY","NEW YORK                 ","Y"," ","Y","20100726"
"263","021081914","FRANCE ACCT B     ","BANQUE DE FRANCE- ACCOUNT B         ","NY","NEW YORK                 ","Y"," ","N","20090320"
"264","021081927","YEMEN RAMP        ","CENTRAL BANK OF YEMEN- RAMP ACCOUNT ","NY","NEW YORK                 ","Y"," ","Y","20090427"
"265","021081930","AFGHANISTAN RAMP  ","DA AFGHANISTAN BANK-RAMP ACCOUNT    ","NY","NEW YORK                 ","Y"," ","Y","20090716"
"266","021081985","BOJ - OPS ACCT 2  ","BANK OF JAPAN - OPS ACCT 2          ","NY","NEW YORK                 ","Y"," ","Y","20090715"
"267","021081998","INDIA FMS         ","RESERVE BANK OF INDIA               ","NY","NEW YORK                 ","Y"," ","Y","20090702"
"268","021082007","IDA WASH          ","IDA WASH/FOREIGN DEPARTMENT         ","NY","NEW YORK                 ","Y"," ","Y","        "
"269","021082065","MONGOLIA SP ACCT  ","BANK OF MONGOLIA SPECIAL ACCOUNT    ","NY","NEW YORK                 ","Y"," ","N","20091224"
"270","021082146","ENGLAND-NO. 3 AC  ","BANK OF ENGLAND-NO.3 ACCOUNT        ","NY","NEW YORK                 ","Y"," ","Y","20100219"
"271","021082159","IFAD              ","IFAD/FOREIGN DEPARTMENT             ","NY","NEW YORK                 ","Y"," ","N","20150312"
"272","021082162","IFC ACCT ONE      ","IFC WASH/FOREIGN DEPARTMENT         ","NY","NEW YORK                 ","Y"," ","Y","        "
"273","021082191","CANADA FISCALAGT B","BANK OF CANADA FISCAL AGENT ACCT B  ","NY","NEW YORK                 ","Y"," ","N","20120418"
"274","021082227","AFRICAN DEVBK IPPF","AFRICAN DEVBK NEPAD-IPPF            ","NY","NEW YORK                 ","Y"," ","N","20100423"
"275","021082243","UGANDA SP ACCT    ","BANK OF UGANDA-SPECIAL ACCOUNT      ","NY","NEW YORK                 ","Y"," ","N","20100602"
"276","021082256","ESTONIA OPS ACCT1 ","EESTI PANK OPS ACCT 1               ","NY","NEW YORK                 ","Y"," ","Y","20110127"
"277","021082272","SINGAPORE OP2     ","SINGAPORE OPS ACCOUNT 2             ","NY","NEW YORK                 ","Y"," ","Y","20111103"
"278","021082285","SIERRA LEONE SP AC","SIERRA LEONE SPECIAL ACCT           ","NY","NEW YORK                 ","Y"," ","N","20120223"
"279","021082298","SURINAM IP        ","CENTRAL BANK VAN SURINAM - IP ACCT  ","NY","NEW YORK                 ","Y"," ","Y","20130517"
"280","021082308","FRB SP OPS ACCT 1 ","FRBNY SPECIAL OPERATIONS ACCOUNT 1  ","NY","NEW YORK                 ","Y"," ","N","20090109"
"281","021082311","BUR FIN PROTECTION","BUREAU OF CONSUMER FIN PROTECTION   ","NY","NEW YORK                 ","Y"," ","Y","20120418"
"282","021082324","IMF ACCT ONE      ","IMF ACCT ONE/FOREIGN DEPARTMENT     ","NY","NEW YORK                 ","Y"," ","Y","        "
"283","021082353","IRELAND OPS ACCT2 ","CENT BK OF IRELAND OPS ACCT 2       ","NY","NEW YORK                 ","Y"," ","N","20110113"
"284","021082366","GHANA - PETROLEUM ","GHANA - PETROLEUM FUNDS ACCT        ","NY","NEW YORK                 ","Y"," ","N","20110413"
"285","021082379","MALAYSIA - PORTFOL","MALAYSIA - SEPARATE PORTFOLIO ACCT  ","NY","NEW YORK                 ","Y"," ","Y","20110413"
"286","021082382","IMF ADMIN CONTRIB ","IMF ADMIN CONTRIB/FOREIGN DEPARTMENT","NY","NEW YORK                 ","Y"," ","N","        "
"287","021082418","SOUTH SUDAN       ","BANK OF SOUTH SUDAN                 ","NY","NEW YORK                 ","Y"," ","Y","20130110"
"288","021082489","IMF ACCT TWO      ","IMF ACCT TWO/FOREIGN DEPARTMENT     ","NY","NEW YORK                 ","Y"," ","N","        "
"289","021082492","IMF EMERGENCY     ","IMF EMERGENCY/FOREIGN DEPARTMENT    ","NY","NEW YORK                 ","Y"," ","N","20150107"
"290","021082502","PORTUGAL OPS ACCT2","BANCO DE PORTUGAL OPS ACCT 2        ","NY","NEW YORK                 ","Y"," ","N","20110808"
"291","021082528","GHANA HRTG        ","GHANA - HERITAGE FUND ACCT          ","NY","NEW YORK                 ","Y"," ","Y","20120830"
"292","021082531","GHANA STBLZN      ","GHANA - STABILIZATION FUND ACCT     ","NY","NEW YORK                 ","Y"," ","Y","20120830"
"293","021082544","ISRAEL MOF SP TWO ","GOVT OF ISRAEL MOF SP NO. 2         ","NY","NEW YORK                 ","Y"," ","N","20140113"
"294","021082557","MONGOLIA RAMP     ","BANK OF MONGOLIA RAMP ACCOUNT       ","NY","NEW YORK                 ","Y"," ","Y","20120113"
"295","021082586","MOLDOVA RAMP      ","NATIONAL BANK OF MOLDOVA - RAMP ACCT","NY","NEW YORK                 ","Y"," ","Y","20110111"
"296","021082599","ECB - OPS ACCT 1  ","EUROPEAN CENTRAL BANK-OPER ACCT 1   ","NY","NEW YORK                 ","Y"," ","N","20140107"
"297","021082609","SEC TREAS SPEC ACC","SEC TREAS SPEC ACC/FOREIGN DEPT     ","NY","NEW YORK                 ","Y"," ","Y","        "
"298","021082612","SEC TREAS         ","SEC TREAS SPEC #3/FOREIGN DEPT      ","NY","NEW YORK                 ","Y"," ","N","20141121"
"299","021082625","SEC TREAS         ","SEC TREAS SPECIAL/FOREIGN DEPT      ","NY","NEW YORK                 ","Y"," ","N","20141121"
"300","021082667","POLAND DES ACCT   ","NARODOWY BANK POLSKI DESIGNATED ACCT","NY","NEW YORK                 ","Y"," ","Y","20100324"
"301","021082793","CIVIL PENALTY FUND","CONSUMER FINL CIVIL PENALTY FUND    ","NY","NEW YORK                 ","Y"," ","N","20120418"
"302","021082803","BNS - OPS ACCT 1  ","BNS - OPS ACCT 1                    ","NY","NEW YORK                 ","Y"," ","N","20141121"
"303","021082816","ARG USD DIS L IC  ","ARGENTINA USD DIS SER L/FOREIGN DEPT","NY","NEW YORK                 ","Y"," ","Y","20060110"
"304","021082832","ARG USD PAR L IC  ","ARGENTINA USD PAR SER L/FOREIGN DEPT","NY","NEW YORK                 ","Y"," ","Y","20060110"
"305","021082887","CB YEMEN- IP ACCT ","CENTRAL BANK OF YEMEN- IP ACCT      ","NY","NEW YORK                 ","Y"," ","Y","20140602"
"306","021082926","IRAQ ACCOUNT NO 2 ","CENTRAL BANK OF IRAQ ACCOUNT NO 2   ","NY","NEW YORK                 ","Y"," ","Y","20140721"
"307","021082939","LATVIA-OPS ACCT 1 ","LATVIJAS BANKA - OPS ACCT 1         ","NY","NEW YORK                 ","Y"," ","Y","20140820"
"308","021082942","MAURITANIA RAMP   ","BANQUE CENTRALE DE MAURITANIE- RAMP ","NY","NEW YORK                 ","Y"," ","Y","20140514"
"309","021082968","JAMAICA RAMP      ","BANK OF JAMAICA- RAMP ACCOUNT       ","NY","NEW YORK                 ","Y"," ","Y","20140611"
"310","021082971","BELARUS RAMP      ","NATL BK OF THE REP OF BELARUS RAMP  ","NY","NEW YORK                 ","Y"," ","Y","20140310"
"311","021082997","BULGARIA          ","BULGARIAN NATIONAL BANK             ","NY","NEW YORK                 ","Y"," ","Y","20110331"
"312","021083006","BAHRAIN FMS       ","BAHRAIN FMS/FOREIGN DEPARTMENT      ","NY","NEW YORK                 ","Y"," ","Y","        "
"313","021083019","AFGHANISTAN       ","AFGHANISTAN/FOREIGN DEPARTMENT      ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"314","021083035","ALGERIA           ","ALGERIA/FOREIGN DEPARTMENT          ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"315","021083048","AUSTRIA FMS       ","AUSTRIA FMS/FOREIGN DEPARTMENT      ","NY","NEW YORK                 ","Y"," ","Y","        "
"316","021083051","ARAB MON FD       ","ARAB MON FD/FOREIGN DEPARTMENT      ","NY","NEW YORK                 ","Y"," ","N","        "
"317","021083064","OESTERRIECHISCHE  ","OESTERRIECHISCHE FOREIGN DEPARTMENT ","NY","NEW YORK                 ","Y"," ","N","20120611"
"318","021083077","UNITED ARAB EMIR  ","UNITED ARAB EMIR/FOREIGN DEPARTMENT ","NY","NEW YORK                 ","Y"," ","Y","        "
"319","021083093","ARGENTINA         ","ARGENTINA/FOREIGN DEPARTMENT        ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"320","021083116","AUSTRALIA         ","AUSTRALIA/FOREIGN DEPARTMENT        ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"321","021083129","AUSTRALIA FMS     ","AUSTRALIA FMS/FOREIGN DEPARTMENT    ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"322","021083132","AUSTRIA           ","AUSTRIA/FOREIGN DEPARTMENT          ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"323","021083158","BAHAMAS           ","BAHAMAS/FOREIGN DEPARTMENT          ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"324","021083161","BAHRAIN ACCOUNT   ","BAHRAIN ACCOUNT/FOREIGN DEPARTMENT  ","NY","NEW YORK                 ","Y"," ","N","20120611"
"325","021083174","BAHRAIN MON AGENCY","BAHRAIN MON AGENCY/FOREIGN DEPT     ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"326","021083187","ARUBA             ","ARUBA/FOREIGN DEPARTMENT            ","NY","NEW YORK                 ","Y"," ","Y","        "
"327","021083190","BANGLADESH        ","BANGLADESH/FOREIGN DEPARTMENT       ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"328","021083213","BARBADOS          ","BARBADOS/FOREIGN DEPARTMENT         ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"329","021083239","BARBADOS SINK FUND","BARBADOS SINK FUND/FOREIGN DEPT     ","NY","NEW YORK                 ","Y"," ","N","20140711"
"330","021083255","BELGIUM A         ","BELGIUM A/FOREIGN DEPARTMENT        ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"331","021083268","BELGIUM B         ","BELGIUM B/FOREIGN DEPARTMENT        ","NY","NEW YORK                 ","Y"," ","Y","20061214"
"332","021083271","BELIZE            ","BELIZE/FOREIGN DEPARTMENT           ","NY","NEW YORK                 ","Y"," ","Y","20080131"
"333","021083297","BERMUDA           ","BERMUDA/FOREIGN DEPARTMENT          ","NY","NEW YORK                 ","Y"," ","Y","20080214"
"334","021083307","BHUTAN            ","BHUTAN/FOREIGN DEPARTMENT           ","NY","NEW YORK                 ","Y"," ","Y","        "
"335","021083310","BOLIVIA           ","BOLIVIA/FOREIGN DEPARTMENT          ","NY","NEW YORK                 ","Y"," ","Y","20080214"
